FIPS,Unemployment_rate_2023,Median_Household_Income_2022,Med_HH_Income_Percent_of_State_Total_2022
31071,2.0,"51,530",73.8
31073,2.2,"67,697",96.9
31075,1.5,"63,469",90.9
31077,2.0,"58,561",83.9
31079,2.3,"66,277",94.9
31081,1.9,"75,369",107.9
31083,1.9,"62,104",88.9
31085,1.6,"60,141",86.1
31087,2.7,"54,488",78.0
31089,1.8,"60,502",86.6
31091,2.5,"53,537",76.7
31093,1.9,"69,423",99.4
31095,2.0,"59,478",85.2
31097,3.1,"60,549",86.7
31099,1.7,"74,686",107.0
31101,1.8,"60,608",86.8
31103,2.2,"51,579",73.9
31105,2.0,"55,797",79.9
31107,2.2,"54,880",78.6
31109,2.1,"68,358",97.9
31111,2.2,"62,442",89.4
31113,2.4,"68,723",98.4
31115,2.9,"60,487",86.6
31117,2.1,"52,774",75.6
31119,2.0,"63,482",90.9
31121,2.0,"68,754",98.5
31123,2.2,"58,889",84.3
31125,2.1,"62,863",90.0
31127,2.2,"61,933",88.7
31129,2.0,"57,278",82.0
31131,2.2,"70,433",100.9
31133,2.0,"55,584",79.6
31135,1.7,"67,296",96.4
31137,1.8,"66,287",94.9
31139,1.8,"70,906",101.5
31141,2.0,"67,132",96.1
31143,1.9,"70,813",101.4
31145,1.9,"60,108",86.1
31147,2.1,"56,121",80.4
31149,1.5,"55,648",79.7
31151,2.4,"72,948",104.5
31153,2.2,"98,619",141.2
31155,1.9,"86,179",123.4
31157,2.6,"56,853",81.4
31159,2.0,"77,778",111.4
31161,2.0,"55,388",79.3
31163,2.2,"58,456",83.7
31165,2.1,"60,806",87.1
31167,1.9,"75,068",107.5
31169,1.8,"61,125",87.5
31171,3.4,"58,818",84.2
31173,2.7,"57,129",81.8
31175,2.2,"55,050",78.8
31177,2.1,"87,368",125.1
31179,2.0,"65,664",94.0
31181,2.5,"62,679",89.8
31183,1.7,"55,951",80.1
31185,2.2,"68,440",98.0
32000,5.1,"72,348",100.0
32001,4.3,"70,149",97.0
32003,5.4,"70,838",97.9
32005,4.5,"91,960",127.1
32007,3.8,"88,757",122.7
32009,4.0,"57,501",79.5
32011,3.7,"80,291",111.0
32013,3.9,"80,255",110.9
32015,3.6,"90,190",124.7
32017,4.7,"63,978",88.4
32019,5.8,"74,741",103.3
32021,6.8,"55,704",77.0
32023,6.4,"51,933",71.8
32027,4.7,"65,315",90.3
32029,4.3,"90,171",124.6
32031,4.1,"80,245",110.9
32033,3.4,"67,639",93.5
32510,4.5,"62,859",86.9
33000,2.2,"90,750",100.0
33001,2.1,"77,531",85.4
33003,2.3,"71,981",79.3
33005,2.3,"76,227",84.0
33007,2.6,"52,292",57.6
33009,1.9,"81,205",89.5
33011,2.3,"96,415",106.2
33013,1.9,"84,898",93.6
33015,2.3,"107,445",118.4
33017,2.1,"82,845",91.3
33019,1.9,"74,700",82.3
34000,4.4,"96,341",100.0
34001,5.9,"76,108",79.0
34003,3.9,"113,885",118.2
34005,3.9,"100,188",104.0
34007,4.8,"81,372",84.5
34009,7.6,"80,845",83.9
34011,6.5,"60,892",63.2
34013,5.5,"74,747",77.6
34015,4.3,"97,851",101.6
34017,4.4,"82,361",85.5
34019,3.5,"137,334",142.5
34021,3.9,"94,832",98.4
34023,4.1,"102,073",105.9
34025,3.8,"117,699",122.2
34027,3.7,"131,562",136.6
34029,4.2,"81,152",84.2
34031,5.5,"78,779",81.8
34033,5.5,"76,005",78.9
34035,3.8,"134,735",139.9
34037,4.3,"111,308",115.5
34039,4.7,"96,483",100.1
34041,4.0,"97,729",101.4
35000,3.8,"59,842",100.0
35001,3.5,"65,034",108.7
35003,4.9,"44,247",73.9
35005,3.8,"47,855",80.0
35006,5.2,"45,674",76.3
35007,3.4,"49,966",83.5
35009,2.9,"52,463",87.7
35011,3.3,"45,208",75.5
35013,4.3,"52,011",86.9
35015,2.6,"65,063",108.7
35017,3.5,"47,099",78.7
35019,4.0,"43,862",73.3
35021,3.7,"45,217",75.6
35023,3.3,"43,610",72.9
35025,3.5,"59,194",98.9
35027,3.2,"54,344",90.8
35028,1.9,"139,217",232.6
35029,10.0,"38,796",64.8
35031,5.2,"43,720",73.1
35033,5.0,"45,155",75.5
35035,4.0,"52,787",88.2
35037,4.2,"39,885",66.7
35039,3.4,"56,353",94.2
35041,3.6,"47,854",80.0
35043,3.6,"82,862",138.5
35045,4.2,"51,898",86.7
35047,4.6,"47,675",79.7
35049,3.4,"72,836",121.7
35051,6.0,"40,420",67.5
35053,4.2,"42,280",70.7
35055,4.4,"48,462",81.0
35057,5.1,"48,322",80.7
35059,3.1,"48,545",81.1
35061,4.1,"53,275",89.0
36000,4.2,"79,463",100.0
36001,3.3,"76,997",96.9
36003,4.3,"55,466",69.8
36005,6.8,"45,864",57.7
36007,3.9,"60,533",76.2
36009,4.3,"52,383",65.9
36011,3.6,"64,129",80.7
36013,4.3,"55,644",70.0
36015,4.0,"56,664",71.3
36017,3.5,"60,755",76.5
36019,3.5,"65,272",82.1
36021,3.0,"83,533",105.1
36023,4.2,"58,274",73.3
36025,4.0,"61,424",77.3
36027,3.3,"90,740",114.2
36029,3.8,"69,888",88.0
36031,3.8,"62,376",78.5
36033,3.8,"59,192",74.5
36035,4.4,"61,512",77.4
36037,3.3,"68,973",86.8
36039,3.8,"71,433",89.9
36041,5.0,"62,149",78.2
36043,4.1,"62,197",78.3
36045,4.4,"58,763",74.0
36047,5.5,"73,244",92.2
36049,4.4,"64,452",81.1
36051,3.5,"75,077",94.5
36053,3.7,"69,851",87.9
36055,3.7,"68,169",85.8
36057,4.6,"58,176",73.2
36059,3.1,"135,528",170.6
36061,4.6,"95,514",120.2
36063,4.1,"63,565",80.0
36065,3.7,"63,894",80.4
36067,3.5,"70,939",89.3
36069,3.3,"76,601",96.4
36071,3.4,"88,532",111.4
36073,4.0,"62,900",79.2
36075,4.3,"59,335",74.7
36077,3.8,"68,962",86.8
36079,3.1,"112,167",141.2
36081,4.6,"80,180",100.9
36083,3.3,"80,040",100.7
36085,4.9,"91,582",115.3
36087,3.1,"99,839",125.6
36089,4.4,"59,451",74.8
36091,2.9,"93,341",117.5
36093,3.5,"74,206",93.4
36095,4.2,"67,975",85.5
36097,3.9,"63,233",79.6
36099,3.5,"65,354",82.2
36101,4.0,"60,558",76.2
36103,3.4,"119,253",150.1
36105,3.3,"63,733",80.2
36107,3.4,"76,197",95.9
36109,3.1,"72,025",90.6
36111,3.4,"79,340",99.8
36113,3.7,"69,849",87.9
36115,3.4,"67,013",84.3
36117,3.4,"70,917",89.2
36119,3.4,"108,037",136.0
36121,3.9,"65,526",82.5
36123,3.2,"62,637",78.8
37000,3.5,"67,516",100.0
37001,3.4,"61,034",90.4
37003,3.2,"67,717",100.3
37005,4.5,"49,524",73.4
37007,4.0,"48,284",71.5
37009,3.0,"54,379",80.5
37011,3.0,"53,894",79.8
37013,4.0,"54,415",80.6
37015,4.4,"44,434",65.8
37017,4.2,"46,002",68.1
37019,4.2,"73,536",108.9
37021,2.7,"67,906",100.6
37023,3.3,"60,629",89.8
37025,3.2,"79,649",118.0
37027,3.4,"53,586",79.4
37029,3.3,"82,620",122.4
37031,3.2,"67,806",100.4
37033,3.6,"54,215",80.3
37035,3.3,"63,934",94.7
37037,3.0,"84,516",125.2
37039,3.9,"51,607",76.4
37041,3.6,"55,818",82.7
37043,3.7,"57,698",85.5
37045,3.5,"53,170",78.8
37047,4.0,"45,379",67.2
37049,3.5,"63,076",93.4
37051,4.7,"58,013",85.9
37053,3.1,"76,217",112.9
37055,4.0,"82,052",121.5
37057,3.4,"63,590",94.2
37059,3.1,"63,436",94.0
37061,3.3,"51,270",75.9
37063,3.1,"79,524",117.8
37065,5.7,"48,770",72.2
37067,3.5,"62,992",93.3
37069,3.5,"72,415",107.3
37071,3.4,"65,430",96.9
37073,3.3,"66,561",98.6
37075,4.4,"50,301",74.5
37077,3.0,"74,120",109.8
37079,2.9,"49,992",74.0
37081,3.9,"63,822",94.5
37083,5.2,"44,804",66.4
37085,3.9,"65,242",96.6
37087,3.0,"62,374",92.4
37089,2.9,"65,252",96.6
37091,4.7,"43,871",65.0
37093,4.4,"60,903",90.2
37095,5.8,"48,068",71.2
37097,3.2,"73,446",108.8
37099,3.6,"58,491",86.6
37101,3.2,"80,612",119.4
37103,3.2,"56,079",83.1
37105,4.0,"58,244",86.3
37107,3.4,"46,410",68.7
37109,3.0,"78,615",116.4
37111,3.2,"54,042",80.0
37113,3.2,"53,832",79.7
37115,3.2,"54,137",80.2
37117,4.4,"44,445",65.8
37119,3.4,"80,645",119.4
37121,3.6,"53,555",79.3
37123,3.6,"55,313",81.9
37125,3.4,"84,458",125.1
37127,4.6,"55,406",82.1
37129,3.1,"70,995",105.2
37131,4.6,"51,550",76.4
37133,4.0,"62,190",92.1
37135,2.9,"87,780",130.0
37137,3.3,"59,845",88.6
37139,4.1,"59,066",87.5
37141,3.2,"73,663",109.1
37143,4.0,"60,665",89.9
37145,3.5,"61,302",90.8
37147,3.9,"57,319",84.9
37149,3.3,"61,585",91.2
37151,3.6,"58,037",86.0
37153,4.6,"44,383",65.7
37155,5.0,"39,931",59.1
37157,4.0,"52,494",77.8
37159,3.4,"61,105",90.5
37161,4.6,"53,485",79.2
37163,3.5,"52,248",77.4
37165,6.3,"45,996",68.1
37167,3.0,"58,642",86.9
37169,3.1,"56,259",83.3
37171,3.2,"49,524",73.4
37173,2.9,"55,462",82.1
37175,3.2,"62,173",92.1
37177,5.1,"42,514",63.0
37179,3.0,"95,079",140.8
37181,5.4,"49,961",74.0
37183,3.0,"97,099",143.8
37185,5.4,"47,170",69.9
37187,4.8,"46,072",68.2
37189,3.0,"57,888",85.7
37191,3.7,"55,635",82.4
37193,3.7,"48,229",71.4
37195,4.9,"51,535",76.3
37197,3.1,"61,464",91.0
37199,3.1,"54,455",80.7
38000,1.9,"73,240",100.0
38001,1.8,"57,593",78.6
38003,2.1,"67,058",91.6
38005,2.7,"56,605",77.3
38007,1.7,"85,947",117.3
38009,2.4,"69,351",94.7
38011,1.3,"75,386",102.9
38013,1.6,"75,931",103.7
38015,1.7,"83,111",113.5
38017,1.7,"70,002",95.6
38019,2.2,"73,221",100.0
38021,1.7,"56,326",76.9
38023,1.2,"70,513",96.3
38025,1.1,"82,490",112.6
38027,2.6,"58,848",80.3
38029,4.1,"60,952",83.2
38031,1.8,"83,156",113.5
38033,1.6,"64,823",88.5
38035,1.7,"64,914",88.6
38037,1.6,"43,988",60.1
38039,1.9,"59,332",81.0
38041,1.6,"66,192",90.4
38043,3.2,"56,951",77.8
38045,1.8,"77,744",106.1
38047,2.3,"60,695",82.9
38049,2.8,"65,378",89.3
38051,1.9,"57,614",78.7
38053,1.3,"84,206",115.0
38055,2.4,"79,935",109.1
38057,2.6,"90,092",123.0
38059,2.3,"75,133",102.6
38061,1.2,"74,094",101.2
38063,2.5,"59,947",81.9
38065,3.1,"79,521",108.6
38067,2.8,"69,141",94.4
38069,2.5,"59,007",80.6
38071,2.1,"71,307",97.4
38073,1.5,"76,130",103.9
38075,1.7,"71,271",97.3
38077,1.7,"74,253",101.4
38079,5.5,"50,598",69.1
38081,1.5,"75,325",102.8
38083,2.6,"56,922",77.7
38085,2.4,"43,721",59.7
38087,2.4,"69,249",94.6
38089,1.5,"86,963",118.7
38091,2.0,"81,081",110.7
38093,1.8,"65,633",89.6
38095,2.0,"70,656",96.5
38097,1.7,"79,065",108.0
38099,2.9,"67,249",91.8
38101,2.1,"72,091",98.4
38103,2.8,"66,294",90.5
38105,1.6,"84,145",114.9
39000,3.5,"65,786",100.0
39001,5.0,"49,068",74.6
39003,3.7,"60,384",91.8
39005,3.4,"62,037",94.3
39007,4.0,"52,468",79.8
39009,4.4,"48,265",73.4
39011,2.6,"71,669",108.9
39013,4.4,"55,573",84.5
39015,4.1,"64,034",97.3
39017,3.2,"74,841",113.8
39019,3.9,"62,482",95.0
39021,3.2,"72,784",110.6
39023,3.6,"57,264",87.0
39025,3.2,"79,492",120.8
39027,4.0,"65,927",100.2
39029,4.2,"54,167",82.3
39031,4.5,"50,731",77.1
39033,4.3,"55,912",85.0
39035,3.8,"60,808",92.4
39037,3.1,"65,643",99.8
39039,3.5,"63,904",97.1
39041,2.8,"121,528",184.7
39043,4.4,"67,925",103.3
39045,3.1,"82,447",125.3
39047,3.6,"56,901",86.5
39049,3.1,"69,762",106.0
39051,3.5,"75,383",114.6
39053,4.3,"51,449",78.2
39055,3.1,"101,636",154.5
39057,3.2,"82,769",125.8
39059,4.3,"56,004",85.1
39061,3.2,"67,033",101.9
39063,2.9,"72,658",110.4
39065,3.8,"58,844",89.4
39067,4.1,"55,129",83.8
39069,4.2,"72,122",109.6
39071,4.6,"59,464",90.4
39073,3.7,"57,353",87.2
39075,2.8,"75,226",114.3
39077,4.5,"61,482",93.5
39079,4.6,"54,893",83.4
39081,5.1,"54,272",82.5
39083,3.3,"68,334",103.9
39085,3.4,"76,163",115.8
39087,4.1,"51,062",77.6
39089,3.1,"76,596",116.4
39091,3.0,"62,449",94.9
39093,3.8,"67,124",102.0
39095,4.2,"57,971",88.1
39097,3.0,"78,533",119.4
39099,4.2,"54,774",83.3
39101,3.4,"59,012",89.7
39103,3.1,"89,108",135.5
39105,5.4,"46,393",70.5
39107,2.3,"72,077",109.6
39109,3.2,"72,887",110.8
39111,5.5,"56,384",85.7
39113,3.8,"62,794",95.5
39115,4.5,"58,803",89.4
39117,3.5,"71,835",109.2
39119,3.8,"58,791",89.4
39121,4.9,"57,054",86.7
39123,4.8,"72,780",110.6
39125,3.1,"66,332",100.8
39127,4.0,"60,448",91.9
39129,3.3,"75,916",115.4
39131,4.6,"55,029",83.6
39133,3.5,"72,965",110.9
39135,3.1,"67,605",102.8
39137,2.6,"81,780",124.3
39139,4.1,"54,906",83.5
39141,3.4,"60,352",91.7
39143,3.5,"62,473",95.0
39145,4.8,"48,465",73.7
39147,3.6,"63,221",96.1
39149,3.1,"72,498",110.2
39151,3.7,"64,557",98.1
39153,3.7,"66,034",100.4
39155,4.4,"54,406",82.7
39157,3.6,"59,626",90.6
39159,2.8,"104,512",158.9
39161,2.8,"59,377",90.3
39163,4.8,"51,015",77.5
39165,3.0,"104,523",158.9
39167,4.2,"59,196",90.0
39169,2.8,"70,121",106.6
39171,3.1,"60,983",92.7
39173,3.2,"67,254",102.2
39175,2.6,"65,631",99.8
40000,3.2,"59,632",100.0
40001,3.8,"47,799",80.2
40003,2.7,"58,045",97.3
40005,3.8,"46,160",77.4
40007,2.1,"64,431",108.0
40009,3.0,"53,119",89.1
40011,2.3,"54,616",91.6
40013,2.9,"53,782",90.2
40015,3.4,"51,071",85.6
40017,2.7,"81,761",137.1
40019,3.7,"56,052",94.0
40021,3.5,"49,403",82.8
40023,3.9,"41,999",70.4
40025,2.0,"50,900",85.4
40027,2.8,"70,923",118.9
40029,4.0,"44,040",73.9
40031,3.9,"55,600",93.2
40033,3.1,"51,036",85.6
40035,3.4,"48,922",82.0
40037,3.4,"57,545",96.5
40039,2.8,"54,056",90.6
40041,3.3,"54,799",91.9
40043,2.0,"55,444",93.0
40045,2.3,"54,087",90.7
40047,3.2,"55,515",93.1
40049,3.1,"49,245",82.6
40051,2.9,"66,930",112.2
40053,2.0,"55,657",93.3
40055,3.8,"40,545",68.0
40057,2.6,"41,170",69.0
40059,2.3,"65,228",109.4
40061,4.8,"44,536",74.7
40063,4.0,"43,773",73.4
40065,2.9,"53,513",89.7
40067,3.6,"44,188",74.1
40069,3.8,"48,452",81.3
40071,3.6,"53,066",89.0
40073,2.3,"73,023",122.5
40075,3.6,"44,959",75.4
40077,4.7,"42,409",71.1
40079,4.0,"47,026",78.9
40081,3.2,"54,922",92.1
40083,3.1,"76,331",128.0
40085,2.7,"64,723",108.5
40087,2.9,"75,474",126.6
40089,4.2,"44,465",74.6
40091,5.4,"43,700",73.3
40093,2.6,"63,840",107.1
40095,3.2,"51,341",86.1
40097,3.2,"50,174",84.1
40099,3.4,"60,307",101.1
40101,3.9,"53,035",88.9
40103,2.6,"61,415",103.0
40105,3.0,"54,339",91.1
40107,4.1,"43,544",73.0
40109,3.2,"61,580",103.3
40111,4.2,"45,754",76.7
40113,3.7,"58,677",98.4
40115,3.0,"47,855",80.3
40117,3.5,"54,690",91.7
40119,3.0,"51,236",85.9
40121,4.5,"47,930",80.4
40123,3.1,"56,077",94.0
40125,3.6,"52,695",88.4
40127,3.9,"39,267",65.8
40129,2.4,"55,183",92.5
40131,2.9,"72,952",122.3
40133,4.8,"44,114",74.0
40135,3.7,"47,450",79.6
40137,3.5,"55,309",92.8
40139,2.1,"60,719",101.8
40141,4.7,"44,333",74.3
40143,3.2,"63,442",106.4
40145,3.2,"73,851",123.8
40147,3.4,"61,704",103.5
40149,3.1,"54,789",91.9
40151,1.9,"54,020",90.6
40153,3.0,"61,248",102.7
41000,3.7,"75,638",100.0
41001,4.3,"54,382",71.9
41003,3.0,"70,117",92.7
41005,3.4,"96,915",128.1
41007,3.7,"63,667",84.2
41009,4.4,"77,572",102.6
41011,4.5,"55,983",74.0
41013,5.5,"69,563",92.0
41015,4.6,"54,595",72.2
41017,3.7,"84,281",111.4
41019,4.7,"55,837",73.8
41021,4.2,"69,038",91.3
41023,5.0,"58,348",77.1
41025,4.2,"56,001",74.0
41027,3.0,"75,818",100.2
41029,4.3,"68,239",90.2
41031,4.6,"65,600",86.7
41033,5.1,"54,983",72.7
41035,5.2,"54,961",72.7
41037,5.0,"54,707",72.3
41039,4.0,"64,192",84.9
41041,4.2,"57,216",75.6
41043,4.1,"67,265",88.9
41045,3.7,"49,380",65.3
41047,3.7,"70,861",93.7
41049,3.4,"67,524",89.3
41051,3.6,"79,432",105.0
41053,3.8,"77,156",102.0
41055,3.8,"71,460",94.5
41057,3.8,"64,877",85.8
41059,4.1,"71,012",93.9
41061,3.9,"57,091",75.5
41063,4.4,"61,648",81.5
41065,4.0,"60,506",80.0
41067,3.2,"98,706",130.5
41069,2.8,"49,716",65.7
41071,3.5,"77,969",103.1
42000,3.4,"71,789",100.0
42001,2.6,"76,554",106.6
42003,3.3,"71,973",100.3
42005,3.9,"57,609",80.2
42007,4.1,"67,135",93.5
42009,3.5,"55,517",77.3
42011,3.5,"72,157",100.5
42013,3.3,"57,884",80.6
42015,3.3,"63,529",88.5
42017,3.0,"105,202",146.5
42019,3.1,"81,507",113.5
42021,4.1,"54,612",76.1
42023,5.0,"50,338",70.1
42025,3.9,"64,766",90.2
42027,2.7,"67,654",94.2
42029,2.6,"117,326",163.4
42031,4.2,"57,844",80.6
42033,3.9,"59,318",82.6
42035,4.0,"58,892",82.0
42037,3.6,"59,127",82.4
42039,3.7,"54,774",76.3
42041,2.7,"81,295",113.2
42043,3.2,"67,813",94.5
42045,3.2,"83,856",116.8
42047,3.3,"57,570",80.2
42049,3.8,"56,489",78.7
42051,4.5,"51,494",71.7
42053,5.2,"43,362",60.4
42055,2.9,"73,709",102.7
42057,3.1,"64,405",89.7
42059,3.7,"63,082",87.9
42061,4.3,"58,170",81.0
42063,4.1,"53,040",73.9
42065,3.8,"54,248",75.6
42067,3.4,"62,661",87.3
42069,3.7,"61,168",85.2
42071,2.7,"82,434",114.8
42073,4.2,"58,730",81.8
42075,2.8,"69,490",96.8
42077,3.6,"72,590",101.1
42079,4.3,"59,358",82.7
42081,3.5,"61,729",86.0
42083,4.4,"58,112",80.9
42085,3.8,"57,702",80.4
42087,3.5,"57,096",79.5
42089,4.5,"79,824",111.2
42091,2.8,"106,743",148.7
42093,2.7,"76,229",106.2
42095,3.5,"75,468",105.1
42097,4.0,"57,822",80.5
42099,2.9,"67,834",94.5
42101,4.2,"56,385",78.5
42103,4.6,"81,886",114.1
42105,4.8,"53,935",75.1
42107,4.0,"63,680",88.7
42109,3.4,"62,382",86.9
42111,4.0,"50,516",70.4
42113,3.9,"59,957",83.5
42115,3.2,"63,413",88.3
42117,3.8,"61,190",85.2
42119,2.9,"65,521",91.3
42121,4.2,"52,449",73.1
42123,3.7,"56,707",79.0
42125,3.4,"70,751",98.6
42127,3.9,"56,973",79.4
42129,3.5,"71,152",99.1
42131,3.7,"67,643",94.2
42133,3.0,"79,938",111.4
44000,3.0,"80,873",100.0
44001,2.5,"101,158",125.1
44003,2.7,"84,230",104.2
44005,2.6,"92,795",114.7
44007,3.3,"74,190",91.7
44009,2.5,"99,015",122.4
45000,3.0,"64,227",100.0
45001,3.7,"50,325",78.4
45003,3.0,"67,728",105.5
45005,5.3,"35,249",54.9
45007,2.8,"62,708",97.6
45009,5.3,"37,952",59.1
45011,4.3,"45,080",70.2
45013,2.8,"83,687",130.3
45015,2.7,"79,259",123.4
45017,3.3,"55,642",86.6
45019,2.4,"79,969",124.5
45021,4.2,"50,403",78.5
45023,3.9,"53,488",83.3
45025,3.2,"44,574",69.4
45027,4.0,"46,202",71.9
45029,3.1,"47,933",74.6
45031,3.3,"50,427",78.5
45033,4.4,"37,752",58.8
45035,2.6,"74,730",116.4
45037,3.1,"61,318",95.5
45039,4.0,"50,743",79.0
45041,3.0,"52,650",82.0
45043,3.3,"59,457",92.6
45045,2.6,"71,833",111.8
45047,3.5,"49,867",77.6
45049,2.8,"43,987",68.5
45051,3.4,"61,375",95.6
45053,2.6,"61,838",96.3
45055,3.0,"61,015",95.0
45057,3.3,"70,113",109.2
45059,3.2,"53,847",83.8
45061,3.9,"41,583",64.7
45063,2.5,"73,022",113.7
45065,3.3,"56,636",88.2
45067,4.4,"37,244",58.0
45069,7.2,"39,160",61.0
45071,2.9,"55,050",85.7
45073,2.8,"61,716",96.1
45075,4.4,"42,209",65.7
45077,2.9,"55,333",86.2
45079,3.0,"61,010",95.0
45081,2.8,"57,291",89.2
45083,2.9,"58,535",91.1
45085,3.8,"56,937",88.6
45087,4.1,"46,461",72.3
45089,4.8,"39,757",61.9
45091,2.8,"83,692",130.3
46000,2.0,"70,597",100.0
46003,1.6,"61,013",86.4
46005,1.8,"59,508",84.3
46007,3.1,"49,152",69.6
46009,1.9,"62,963",89.2
46011,2.0,"71,166",100.8
46013,2.0,"71,731",101.6
46015,1.7,"60,133",85.2
46017,4.4,"30,659",43.4
46019,1.9,"64,528",91.4
46021,2.5,"65,591",92.9
46023,2.2,"54,367",77.0
46025,2.0,"62,559",88.6
46027,2.1,"55,263",78.3
46029,1.8,"65,009",92.1
46031,3.0,"39,329",55.7
46033,2.5,"75,336",106.7
46035,1.7,"63,753",90.3
46037,2.7,"62,786",88.9
46039,2.8,"77,694",110.1
46041,5.7,"50,048",70.9
46043,1.9,"73,934",104.7
46045,2.0,"72,004",102.0
46047,2.6,"56,976",80.7
46049,1.8,"60,853",86.2
46051,2.4,"70,409",99.7
46053,1.9,"49,239",69.7
46055,1.8,"58,799",83.3
46057,1.8,"73,995",104.8
46059,1.6,"64,536",91.4
46061,2.2,"79,488",112.6
46063,1.9,"65,168",92.3
46065,1.6,"79,301",112.3
46067,2.1,"64,422",91.3
46069,1.8,"64,416",91.2
46071,3.2,"45,190",64.0
46073,1.7,"57,560",81.5
46075,2.5,"60,864",86.2
46077,1.9,"64,215",91.0
46079,1.9,"74,668",105.8
46081,1.9,"67,606",95.8
46083,1.6,"98,387",139.4
46085,2.8,"54,199",76.8
46087,1.7,"70,320",99.6
46089,2.4,"52,850",74.9
46091,2.5,"65,643",93.0
46093,2.1,"71,106",100.7
46095,3.2,"44,702",63.3
46097,1.7,"64,099",90.8
46099,1.8,"75,623",107.1
46101,2.0,"70,603",100.0
46102,5.8,"40,683",57.6
46103,1.9,"67,573",95.7
46105,2.0,"57,148",80.9
46107,2.4,"72,374",102.5
46109,3.1,"57,788",81.9
46111,1.8,"63,266",89.6
46115,2.2,"61,513",87.1
46117,1.8,"81,788",115.9
46119,1.6,"76,192",107.9
46121,3.4,"41,862",59.3
46123,1.6,"55,946",79.2
46125,1.9,"74,511",105.5
46127,2.1,"85,677",121.4
46129,3.2,"57,100",80.9
46135,1.8,"62,951",89.2
46137,4.4,"40,004",56.7
47000,3.3,"65,231",100.0
47001,3.2,"64,615",99.1
47003,3.3,"70,185",107.6
47005,4.1,"50,635",77.6
47007,5.3,"46,207",70.8
47009,3.0,"69,713",106.9
47011,3.5,"62,666",96.1
47013,4.1,"44,268",67.9
47015,2.9,"63,155",96.8
47017,4.1,"52,680",80.8
47019,3.7,"48,912",75.0
47021,2.6,"78,437",120.2
47023,3.1,"57,732",88.5
47025,3.9,"41,087",63.0
47027,4.4,"43,441",66.6
47029,4.5,"45,361",69.5
47031,3.4,"56,519",86.6
47033,3.3,"53,598",82.2
47035,4.2,"53,388",81.8
47037,2.7,"72,561",111.2
47039,4.5,"52,294",80.2
47041,4.1,"55,392",84.9
47043,2.7,"70,192",107.6
47045,3.5,"53,715",82.3
47047,3.6,"84,328",129.3
47049,3.8,"41,147",63.1
47051,3.5,"61,417",94.2
47053,3.5,"55,608",85.2
47055,3.3,"54,684",83.8
47057,3.7,"51,951",79.6
47059,4.2,"50,410",77.3
47061,4.5,"44,219",67.8
47063,3.6,"56,734",87.0
47065,3.2,"75,127",115.2
47067,4.4,"38,024",58.3
47069,4.4,"44,454",68.1
47071,4.0,"42,573",65.3
47073,3.9,"52,819",81.0
47075,4.4,"46,351",71.1
47077,3.7,"53,822",82.5
47079,3.8,"51,194",78.5
47081,2.8,"56,917",87.3
47083,4.6,"60,581",92.9
47085,3.3,"58,917",90.3
47087,4.1,"43,306",66.4
47089,3.5,"60,785",93.2
47091,3.2,"45,495",69.7
47093,2.8,"70,013",107.3
47095,4.3,"38,088",58.4
47097,5.1,"47,575",72.9
47099,3.5,"55,562",85.2
47101,3.3,"53,189",81.5
47103,3.2,"61,591",94.4
47105,3.3,"79,683",122.2
47107,4.2,"60,950",93.4
47109,4.7,"49,706",76.2
47111,3.1,"56,817",87.1
47113,3.3,"57,070",87.5
47115,3.9,"58,686",90.0
47117,3.2,"64,013",98.1
47119,2.8,"70,225",107.7
47121,5.0,"54,257",83.2
47123,3.6,"56,047",85.9
47125,3.7,"67,478",103.4
47127,2.5,"68,086",104.4
47129,4.0,"59,967",91.9
47131,3.8,"50,159",76.9
47133,3.5,"52,108",79.9
47135,5.2,"46,448",71.2
47137,4.1,"47,932",73.5
47139,3.9,"55,146",84.5
47141,3.5,"54,996",84.3
47143,4.5,"59,207",90.8
47145,3.6,"63,430",97.2
47147,2.7,"77,326",118.5
47149,2.6,"77,320",118.5
47151,4.8,"44,599",68.4
47153,3.9,"56,264",86.3
47155,3.0,"59,530",91.3
47157,4.3,"61,452",94.2
47159,3.0,"63,960",98.1
47161,3.6,"60,242",92.4
47163,3.5,"54,361",83.3
47165,2.6,"87,453",134.1
47167,3.8,"68,778",105.4
47169,3.1,"58,584",89.8
47171,4.2,"52,260",80.1
47173,3.8,"51,169",78.4
47175,4.5,"50,260",77.0
47177,4.1,"52,520",80.5
47179,3.3,"64,270",98.5
47181,4.0,"48,321",74.1
47183,3.6,"49,815",76.4
47185,3.5,"49,411",75.7
47187,2.5,"133,486",204.6
47189,2.7,"88,462",135.6
48000,3.9,"72,279",100.0
48001,3.5,"60,800",84.1
48003,3.0,"68,998",95.5
48005,4.4,"56,825",78.6
48007,4.9,"60,523",83.7
48009,3.5,"72,062",99.7
48011,3.3,"67,548",93.5
48013,3.8,"59,817",82.8
48015,3.7,"68,630",95.0
48017,4.7,"52,751",73.0
48019,3.5,"69,284",95.9
48021,3.4,"73,403",101.6
48023,2.5,"49,059",67.9
48025,5.1,"48,176",66.7
48027,4.5,"62,412",86.3
48029,3.7,"65,839",91.1
48031,2.8,"82,236",113.8
48033,1.8,"75,186",104.0
48035,3.5,"61,048",84.5
48037,4.2,"52,460",72.6
48039,4.4,"86,197",119.3
48041,3.1,"60,355",83.5
