FIPS,POP_ESTIMATE_2023
54091,"16,388"
54093,"6,604"
54095,"7,919"
54097,"23,529"
54099,"37,686"
54101,"8,045"
54103,"13,890"
54105,"5,000"
54107,"83,052"
54109,"20,277"
55000,"5,910,955"
55001,"21,449"
55003,"16,079"
55005,"46,833"
55007,"16,769"
55009,"271,417"
55011,"13,419"
55013,"17,092"
55015,"53,199"
55017,"66,970"
55019,"34,774"
55021,"58,091"
55023,"15,944"
55025,"575,347"
55027,"88,231"
55029,"30,562"
55031,"44,264"
55033,"45,794"
55035,"107,903"
55037,"4,682"
55039,"103,948"
55041,"9,325"
55043,"51,409"
55045,"36,951"
55047,"19,344"
55049,"23,956"
55051,"6,228"
55053,"20,855"
55055,"85,743"
55057,"26,594"
55059,"167,488"
55061,"20,690"
55063,"120,486"
55065,"16,945"
55067,"19,404"
55069,"28,405"
55071,"81,331"
55073,"138,612"
55075,"42,106"
55077,"15,838"
55078,"4,226"
55079,"916,205"
55081,"46,151"
55083,"39,775"
55085,"38,226"
55087,"193,234"
55089,"93,460"
55091,"7,441"
55093,"43,026"
55095,"45,762"
55097,"71,024"
55099,"14,102"
55101,"196,613"
55103,"17,197"
55105,"164,278"
55107,"14,143"
55109,"96,763"
55111,"65,920"
55113,"18,552"
55115,"41,109"
55117,"117,752"
55119,"20,058"
55121,"30,899"
55123,"31,170"
55125,"23,885"
55127,"105,822"
55129,"16,930"
55131,"138,168"
55133,"412,591"
55135,"51,388"
55137,"24,934"
55139,"171,735"
55141,"73,939"
56000,"584,057"
56001,"38,257"
56003,"12,018"
56005,"47,498"
56007,"14,334"
56009,"13,809"
56011,"7,592"
56013,"39,815"
56015,"12,642"
56017,"4,661"
56019,"8,759"
56021,"100,984"
56023,"20,880"
56025,"79,941"
56027,"2,354"
56029,"30,735"
56031,"8,546"
56033,"32,519"
56035,"8,969"
56037,"41,249"
56039,"23,232"
56041,"20,745"
56043,"7,710"
56045,"6,808"
72000,"3,205,691"
72001,"17,900"
72003,"37,528"
72005,"53,622"
72007,"23,274"
72009,"24,602"
72011,"24,815"
72013,"85,641"
72015,"15,078"
72017,"22,376"
72019,"29,020"
72021,"180,835"
72023,"46,665"
72025,"124,608"
72027,"32,625"
72029,"41,513"
72031,"150,843"
72033,"22,108"
72035,"40,525"
72037,"10,843"
72039,"16,691"
72041,"39,418"
72043,"33,662"
72045,"18,601"
72047,"34,348"
72049,"1,761"
72051,"35,702"
72053,"31,166"
72054,"11,525"
72055,"12,415"
72057,"34,765"
72059,"16,813"
72061,"89,039"
72063,"39,971"
72065,"37,950"
72067,"15,336"
72069,"49,712"
72071,"42,794"
72073,"14,435"
72075,"45,919"
72077,"36,684"
72079,"22,872"
72081,"27,729"
72083,"8,672"
72085,"34,750"
72087,"22,302"
72089,"17,386"
72091,"38,655"
72093,"4,523"
72095,"10,266"
72097,"69,798"
72099,"37,325"
72101,"28,197"
72103,"22,838"
72105,"29,282"
72107,"21,204"
72109,"15,347"
72111,"19,563"
72113,"130,251"
72115,"23,254"
72117,"15,425"
72119,"45,568"
72121,"22,210"
72123,"24,718"
72125,"30,996"
72127,"333,005"
72129,"37,264"
72131,"38,926"
72133,"19,693"
72135,"65,957"
72137,"71,888"
72139,"66,705"
72141,"27,242"
72143,"34,638"
72145,"53,527"
72147,"7,999"
72149,"21,285"
72151,"28,897"
72153,"32,406"
